pl_name,pl_letter,tic,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
CoRoT-21,b,280420719,0,2.72474,0.00014,-0.00014,0,0.0417,0.0011,-0.0011,0,1.3,0.14,-0.14,0,0,,,0,2454399.028,0.0009,-0.0009,0,,,,,F8 IV,6200,100,-100,0,1.95,0.21,-0.21,0,101.0526207,-0.2991544,1398.834197,286.4501849,-286.4501849
CoRoT-22,b,323094535,0,9.75598,0.00011,-0.00011,0,0.092,0.0014,-0.0014,0,0.435,0.015,-0.035,0,0.077,0.3,-0.042,0,2454598.42,0.00099,-0.00051,0,,,,,G3 V,5939,54,-120,0,1.14,0.04,-0.09,0,280.6671392,6.2191669,627.158,11.187,-10.808
CoRoT-23,b,108155949,0,3.6313,0.0001,-0.0001,0,0.048,0.004,-0.004,0,1.05,0.13,-0.13,0,0.16,0.02,-0.02,0,2455308.939,0.001,-0.001,0,,,,,G0 V,5900,100,-100,0,1.61,0.18,-0.18,0,279.7826586,4.3577516,1060.97,45.47,-41.94
CoRoT-24,b,36105482,0,5.1134,0.0006,-0.0006,0,0.056,0.002,-0.002,0,0.33,0.04,-0.04,0,0,,,0,2454789.611,0.006,-0.006,0,,,,,K1 V,4950,150,-150,0,0.86,0.09,-0.09,0,101.922543,-3.7192892,591.555,16.043,-15.232
CoRoT-24,c,36105482,0,11.759,0.0063,-0.0063,0,0.098,0.003,-0.003,0,0.44,0.04,-0.04,0,0,,,0,2454795.38,0.0265,-0.0265,0,,,,,K1 V,4950,150,-150,0,0.86,0.09,-0.09,0,101.922543,-3.7192892,591.555,16.043,-15.232
CoRoT-25,b,130038122,0,4.86069,0.00006,-0.00006,0,0.0578,0.002,-0.0009,0,1.08,0.3,-0.1,0,0,,,0,2454576.216,0.0008,-0.0008,0,,,,,F9,6040,90,-90,0,1.19,0.14,-0.03,0,280.6296561,6.5138223,1103.48,44.28,-41.05
CoRoT-26,b,322388624,0,4.20474,0.00005,-0.00005,0,0.0526,0.001,-0.001,0,1.26,0.13,-0.07,0,0,,,0,2454573.63,0.0008,-0.0008,0,,,,,G5,5590,100,-100,0,1.79,0.18,-0.09,0,279.7504991,6.9697828,1045.18,,
CoRoT-27,b,416136788,0,3.57532,0.00006,-0.00006,0,0.0476,0.0066,-0.0066,0,1.007,0.044,-0.044,0,0.065,,,1,2455748.684,0.001,-0.001,0,,,,,G2,5900,120,-120,0,1.08,0.18,-0.06,0,278.4958319,5.5383811,1010.28,69.26,-61.036
CoRoT-28,b,106352250,0,5.20851,0.00038,-0.00038,0,0.0603,0.005,-0.005,0,0.955,0.066,-0.066,0,0.047,0.055,-0.038,0,2455755.847,0.0029,-0.0029,0,,,,,G8/9 IV,5150,100,-100,0,1.78,0.11,-0.11,0,278.6883216,5.5736911,766.183,14.685,-14.152
CoRoT-29,b,370736259,0,2.85057,0.000006,-0.000006,0,0.0386,0.0059,-0.0059,0,0.9,0.16,-0.16,0,0.082,0.081,-0.081,0,2455753.115,0.001,-0.001,0,,,,,K0 V,5260,100,-100,0,0.9,0.12,-0.12,0,278.9020691,6.4795703,806.507,44.027,-39.76
CoRoT-3,b,392353449,0,4.2568,0.000005,-0.000005,0,0.05783,0.00085,-0.00085,0,1.01,0.07,-0.07,0,0,,,0,2454283.138,0.0003,-0.0003,0,,,,,F3 V,6740,140,-140,0,1.56,0.09,-0.09,0,292.0552827,0.1218359,768.771,30.791,-28.545
CoRoT-30,b,320636129,0,9.06005,0.00024,-0.00024,0,0.0844,0.0012,-0.0012,0,1.009,0.076,-0.076,0,0.007,0.031,-0.031,0,2455665.515,0.0012,-0.0012,0,,,,,G3 V,5650,100,-100,0,0.91,0.09,-0.03,0,277.6011767,6.8359338,1032.23,48.57,-44.467
CoRoT-31,b,250595183,0,4.62941,0.00075,-0.00075,0,0.0586,0.0034,-0.0034,0,1.46,0.3,-0.3,0,0.02,0.16,-0.16,0,2455843.945,0.0044,-0.0044,0,,,,,G2 IV,5700,120,-120,0,2.15,0.56,-0.66,0,94.820735,-4.4222978,2005.76,169.79,-145.71
CoRoT-35,b,161062394,0,3.22748,0.00008,-0.00008,0,0.0429,0.00092,-0.00092,0,1.68,0.11,-0.11,0,0,,,0,2456074.242,0.0018,-0.0018,0,,,,,F6 V,6390,130,-130,0,1.65,0.1,-0.11,0,289.3143526,-2.7747085,1123.21,55.9,-50.92
CoRoT-36,b,405004589,0,5.616531,0.000023,-0.000023,0,0.066,0.007,-0.007,0,1.41,0.14,-0.14,0,0,,,0,2455662.522,0.00034,-0.00034,0,,,,,F3 V,6730,140,-140,0,1.52,0.2,-0.1,0,277.7510149,7.1833465,925.958,27.796,-26.247
CoRoT-4,b,36440357,0,9.20205,0.00037,-0.00037,0,0.09,0.001,-0.001,0,1.19,0.06,-0.05,0,0,0.1,-0.1,0,2454141.364,0.00089,-0.00089,0,,,,,,6190,60,-60,0,1.17,0.01,-0.03,0,102.1946233,-0.6727861,726.412,15.181,-14.582
CoRoT-5,b,234112540,0,4.0378962,0.0000019,-0.0000019,0,0.04947,0.00026,-0.00029,0,1.388,0.046,-0.047,0,0.09,0.09,-0.04,0,2454400.199,0.0002,-0.0002,0,,,,,F9 V,6100,65,-65,0,1.19,0.04,-0.04,0,101.2772396,0.8152163,882.472,25.62,-25.62
CoRoT-6,b,130502317,0,8.886593,0.000004,-0.000004,0,0.0855,0.0015,-0.0015,0,1.166,0.035,-0.035,0,0.1,,,1,2454595.614,0.0002,-0.0002,0,,,,,F9 V,6090,70,-70,0,1.03,0.03,-0.03,0,281.0725563,6.6632062,645.294,12.453,-11.997
CoRoT-7,b,280304863,0,0.85359163,0.00000001,-0.00000001,0,0.017016,0.00017,-0.000036,0,0.15,0.01,-0.01,0,0,,,0,2454398.078,0.00045,-0.00074,0,2454398.21,0.09,-0.09,0,G9 V,5275,75,-75,0,0.83,0.04,-0.04,0,100.9561682,-1.0630076,159.906,0.917,-0.906
CoRoT-7,c,280304863,0,3.698,0.003,-0.003,0,0.046,,,0,0.253,,,0,0,,,0,2454445,0.7,-0.7,0,2455953.3,0.3,-0.3,0,G9 V,5256,91.33,-130.85,0,0.86,0.05,-0.04,0,100.9561682,-1.0630076,159.906,0.917,-0.906
CoRoT-7,d,280304863,0,8.966,1.546,-1.546,0,,,,,0.384,,,0,,,,,,,,,,,,,G9 V,5250,60,-60,0,0.84,0.01,-0.01,0,100.9561682,-1.0630076,159.906,0.917,-0.906
CoRoT-8,b,391880567,0,6.21229,0.00003,-0.00003,0,0.063,0.001,-0.001,0,0.57,0.02,-0.02,0,0,,,0,2454238.974,0.0004,-0.0004,0,,,,,K1 V,5080,80,-80,0,0.77,0.02,-0.02,0,291.5885696,1.4262972,322.037,2.714,-2.714
CoRoT-9,b,130162252,0,95.272656,0.000068,-0.000068,0,0.4021,0.0054,-0.0054,0,1.066,0.075,-0.063,0,0.133,0.042,-0.037,0,2455365.527,0.00037,-0.00037,0,2454603.345,0.0001,-0.0001,0,G3 V,5625,80,-80,0,0.96,0.06,-0.06,0,280.7866461,6.2040783,412.98,4.725,-4.622
CoRoTID 223977153,b,220323515,0,6.71837,0.00001,-0.00001,0,0.071,0.001,-0.001,0,0.57,0.06,-0.05,0,,,,,2455901.811,0.002,-0.001,0,,,,,G0 VI,5970,100,-100,0,0.79,0.08,-0.09,0,100.1951714,9.2573953,576.683,10.436,-10.436
DE CVn,b,446175401,0,4098.1,131.5,-131.5,0,5.75,2.02,-2.02,0,1.1,,,0,0,,,0,,,,,,,,,,3579,157,-157,0,0.42,0.01,-0.01,0,201.7207198,45.5455449,30.5225,0.0284,-0.0285
DENIS-P J082303.1-491201,b,388682292,0,246.36,1.38,-1.35,0,0.36,0.01,-0.01,0,1.06,,,0,0.345,0.068,-0.064,0,,,,,,,,,L1.5,,,,,,,,,125.7620668,-49.2003008,20.77,0.08,-0.08
DH Tau,b,268148971,0,,,,,330,,,0,2.7,0.8,-0.8,0,,,,,,,,,,,,,M0.5,4371,137,-137,0,0.27,0.07,-0.07,0,67.4231674,26.5493897,134.846,1.282,-1.258
DMPP-1,b,66560666,0,18.57,0.01,-0.01,0,0.1462,0.0012,-0.0012,0,0.472,,,0,0.083,,,1,,,,,,,,,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,86.7761233,-10.6303217,62.5388,0.1782,-0.1773
DMPP-1,c,66560666,0,6.584,0.003,-0.002,0,0.0733,0.0006,-0.0007,0,0.273,,,0,0.057,,,1,,,,,,,,,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,86.7761233,-10.6303217,62.5388,0.1782,-0.1773
DMPP-1,d,66560666,0,2.882,0.001,-0.001,0,0.0422,0.0004,-0.0003,0,0.147,,,0,0.07,,,1,,,,,,,,,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,86.7761233,-10.6303217,62.5388,0.1782,-0.1773
DMPP-1,e,66560666,0,5.516,0.002,-0.004,0,0.0651,0.0005,-0.0005,0,0.166,,,0,0.07,,,1,,,,,,,,,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,86.7761233,-10.6303217,62.5388,0.1782,-0.1773
DMPP-2,b,32432767,0,5.2072,0.0002,-0.0055,0,0.0664,0.0005,-0.0005,0,1.28,,,0,0.078,,,0,,,,,,,,,F5 V,6500,100,-100,0,1.78,0.09,-0.09,0,27.407731,-34.4590985,137.94,0.681,-0.675
DMPP-3 A,b,,0,6.6732,0.0011,-0.0003,0,0.0662,0.0013,-0.0013,0,0.126,,,0,0.14,0.091,-0.053,0,,,,,,,,,K0 V,5138,99,-99,0,0.91,0.02,-0.02,0,91.624382,-72.5126648,45.23,1.6,-1.72
DMPP-4,b,26884478,0,3.4982,0.0022,-0.2327,0,0.04853,0.00036,-0.00197,0,0.315,,,0,0.063,,,1,2457139.9,1.2,-1.3,0,,,,,F5-F8 V,6400,50,-50,0,1.38,0.01,-0.01,0,293.5826648,51.2358069,25.3284,0.0382,-0.038
DP Leo,b,903484062,0,10220,730,-730,0,8.19,0.39,-0.39,0,1.14,,,0,0.39,0.13,-0.13,0,,,,,2453025,500,-500,0,,13500,500,-500,0,0.01,,,0,169.3162193,17.9615717,305.684,33.554,-27.604
DS Tuc A,b,410214986,0,8.138268,0.000011,-0.000011,0,,,,,0.509,0.015,-0.015,0,0,,,0,2458332.31,0.00026,-0.00026,0,2458332.31,0.00026,-0.00026,0,G6 V,5428,80,-80,0,0.96,0.03,-0.03,0,354.9154673,-69.196043,44.0622,0.0693,-0.0691
EPIC 201170410,b,38116202,0,6.7987,0.0001,-0.0001,0,0.0349,0.0027,-0.0022,0,0.093,0.025,-0.023,0,0,,,0,2456813.149,0.0006,-0.0005,0,,,,,,3648,172,-143,0,0.28,0.07,-0.07,0,170.1408561,-4.8070039,134,45.8,-39.8
EPIC 201238110,b,35019000,0,28.1656,0.0027,-0.0028,0,,,,,0.167,0.018,-0.04,0,,,,,2456852.657,0.0023,-0.0023,0,,,,,,3587,157,-157,0,0.37,0.09,-0.04,0,179.7058532,-3.3894613,159.259,1.414,-1.39
EPIC 201427007,b,66664249,0,0.72091,0.00014,-0.00014,0,,,,,0.134,0.018,-0.018,0,,,,,2457625.794,0.0027,-0.0023,0,,,,,,5633,111,-111,0,0.94,0.09,-0.09,0,184.6021322,-0.5512886,706.391,16.79,-16.79
EPIC 201497682,b,301610040,0,2.13174,0.00022,-0.00022,0,,,,,0.062,0.005,-0.004,0,,,,,2456850.026,0.0028,-0.0026,0,,,,,,4991,75,-100.8,0,0.55,0.02,-0.02,0,168.9366786,0.4880606,253.026,1.664,-1.664
EPIC 201595106,b,397052808,0,0.877214,0.00006,-0.00006,0,,,,,0.116,0.009,-0.009,0,,,,,2457608.49,0.0014,-0.0012,0,,,,,,5820,20,-20,0,0.93,0.06,-0.06,0,183.7203635,1.9681688,232.1,2.706,-2.646
K2-166,c,377171980,0,3.80464,0.00091,-0.00105,0,,,,,0.109,0.019,-0.015,0,,,,,2457621.223,0.0051,-0.0053,0,,,,,,5942.5,39.75,-26.17,0,1.6,0.01,-0.02,0,185.1880932,2.2823788,476.882,9.692,-9.321
K2-16,d,281886199,0,2.71578,0.00031,-0.00031,0,,,,,0.092,0.008,-0.008,0,,,,,2456850.496,0.0029,-0.0029,0,,,,,K3 V,4761,50,-57,0,0.54,0.02,-0.01,0,175.0972238,4.5574311,334.967,4.1785,-4.1785
EPIC 201757695,b,380546118,0,2.0478,0.0001,-0.0001,0,0.0296,0.0005,-0.0005,0,0.081,0.005,-0.006,0,0,,,0,2456811.637,0.0008,-0.0007,0,,,,,,4520,108,-54,0,0.66,0.04,-0.04,0,173.9385102,4.6164303,577.6,33.2,-29.8
K2-50,c,363444743,0,3.96151,0.00046,-0.00051,0,,,,,0.089,0.011,-0.01,0,,,,,2456852.655,0.0025,-0.0025,0,,,,,,4292.67,62.19,-62.19,0,0.63,0.04,-0.04,0,169.483654,5.988289,257.443,3.239,-3.239
EPIC 201841433,b,380583651,0,4.1698,0.0001,-0.0001,0,0.035,0.0009,-0.001,0,0.093,0.003,-0.003,0,,,,,2456811.636,0.0011,-0.0012,0,,,,,,5053,103,-166,0,0.63,0.04,-0.02,0,175.206752,6.1348146,436.488,8.178001,-7.888
K2-168,c,437695245,0,8.050722,0.000075,-0.000038,0,,,,,0.117,0.013,-0.006,0,,,,,2456973.765,0.01,-0.0099,0,,,,,,5502.7,101,-50.5,0,0.83,0.09,-0.04,0,333.1100738,-16.3418863,243.935,4.239,-4.099
EPIC 206024342,b,75266189,0,4.50756,0.00062,-0.0006,0,,,,,0.152,0.053,-0.028,0,,,,,2456899.132,0.0026,-0.0027,0,,,,,,5724,72,-72,0,0.82,0.1,-0.04,0,331.2771441,-14.1218019,369.888,4.99,-4.86
EPIC 206024342,c,75266189,0,0.911724,0.000076,-0.000076,0,,,,,0.125,0.045,-0.045,0,,,,,2457016.53,0.0027,-0.0018,0,,,,,,5724,72,-72,0,1.1,0.36,-0.36,0,331.2771441,-14.1218019,369.888,4.99,-4.86
EPIC 206024342,d,75266189,0,14.647531,0.0000041,-0.0000041,0,,,,,0.232,0.08,-0.08,0,,,,,2456985.475,0.0038,-0.0025,0,,,,,,5724,72,-72,0,1.1,0.36,-0.36,0,331.2771441,-14.1218019,369.888,4.99,-4.86
EPIC 206032309,b,145752628,0,2.87814,0.00023,-0.00026,0,,,,,0.09,0.021,-0.012,0,,,,,2456899.132,0.0017,-0.0017,0,,,,,,3489,157,-157,0,0.37,0.01,-0.01,0,341.2404563,-13.9011223,161.365,1.793,-1.793
EPIC 206042996,b,12785571,0,5.2986,0.0006,-0.0006,0,,,,,0.152,0.018,-0.018,0,,,,,2456989.046,0.0053,-0.0047,0,,,,,,4114,99,-99,0,0.5,0.04,-0.04,0,337.5136198,-13.6101475,451.769,13.976,-13.176
EPIC 206042996,c,12785571,0,0.354884,0.000063,-0.000063,0,,,,,0.107,0.018,-0.009,0,,,,,2457007.068,0.002,-0.0017,0,,,,,,4114,99,-99,0,0.5,0.04,-0.04,0,337.5136198,-13.6101475,451.769,13.976,-13.176
EPIC 206215704,b,38355468,0,2.255436,0.000091,-0.000091,0,,,,,0.089,0.009,-0.008,0,,,,,2457010.007,0.0018,-0.0016,0,,,,,,3297,73,-73,0,0.25,0.01,-0.01,0,335.0949721,-9.5097112,109.888,1.08,-1.08
EPIC 206317286,b,250956593,0,1.58252,0.00017,-0.00018,0,,,,,0.086,0.01,-0.013,0,,,,,2457011.333,0.0024,-0.0024,0,,,,,,4864,122,-122,0,0.67,0.04,-0.05,0,337.6178427,-7.972456,314.35,2.936,-2.882
EPIC 206317286,c,250956593,0,17.515472,0.002288,-0.002965,0,,,,,0.187,0.016,-0.014,0,,,,,2456977.822,0.0071,-0.0031,0,,,,,,4752,138,-138,0,0.76,0.05,-0.06,0,337.6178427,-7.972456,314.35,2.936,-2.882
EPIC 211822797,b,337632006,0,21.1701963,0.0000662,-0.0000642,0,0.1195,0.01,-0.0251,0,0.171,0.011,-0.006,0,0.06,0.13597,-0.048705,0,2457144.405,0.002203,-0.002253,0,,,,,M0,4057,37,-39,0,0.58,0.01,-0.01,0,130.4102091,17.6399744,186.197,1.3645,-1.3645
EPIC 211945201,b,243244680,0,19.49221,0.000666,-0.000653,0,0.1493,0.0015,-0.0015,0,0.514,0.027,-0.027,0,0,,,0,2457158.825,0.00086,-0.00085,0,2458113.94,0.00039,-0.00039,0,G0,6069,90,-90,0,1.39,0.02,-0.02,0,136.5741931,19.4020565,181.69,1.295,-1.277
EPIC 212297394,b,287331845,0,2.289363,0.000232,-0.000251,0,,,,,0.132,0.012,-0.01,0,,,,,2457217.963,0.004892,-0.004738,0,,,,,,5171,172,-130,0,0.8,0.03,-0.03,0,207.2061241,-17.6098985,418.395,7.353,-7.107
EPIC 212297394,c,287331845,0,5.213965,0.000442,-0.000442,0,,,,,0.203,0.017,-0.012,0,,,,,2457222.479,0.003648,-0.003472,0,,,,,,5171,172,-130,0,0.8,0.03,-0.03,0,207.2061241,-17.6098985,418.395,7.353,-7.107
EPIC 212424622,b,297146115,0,18.0983,0.006,-0.0058,0,,,,,0.194,0.06,-0.037,0,,,,,2457263.262,0.009,-0.0069,0,,,,,,5782.33,11.67,-107.69,0,1.22,0,-0.05,0,202.3313765,-14.3594358,611.804,10.285,-9.956
EPIC 212499991,b,297146957,0,34.885,0.011,-0.01,0,,,,,0.143,0.012,-0.014,0,,,,,2457280.625,0.0081,-0.0096,0,,,,,,4982.79,43.77,-40.79,0,0.76,0.01,-0.01,0,202.488752,-12.7347749,283.29,2.043,-2.015
EPIC 212587672,b,771548,0,15.28078,0.000121,-0.000116,0,,,,,0.112,0.01,-0.008,0,,,,,2457227.645,0.004543,-0.004448,0,,,,,,6004,77,-78,0,0.98,0.04,-0.03,0,205.4445125,-10.8625468,320.07,6.392,-6.152
EPIC 212587672,c,771548,0,23.228555,0.000068,-0.000071,0,,,,,0.207,0.017,-0.011,0,,,,,2457237.042,0.001902,-0.001818,0,,,,,,6004,77,-78,0,0.98,0.04,-0.03,0,205.4445125,-10.8625468,320.07,6.392,-6.152
EPIC 212624936,b,2764004,0,0.578657,0.000016,-0.000016,0,,,,,0.107,0.027,-0.027,0,,,,,2457232.531,0.0025,-0.0022,0,,,,,,5765,170,-170,0,0.93,0.2,-0.2,0,210.6376171,-10.0236852,561.929,8.913,-8.644
EPIC 212624936,c,2764004,0,11.811437,0.00011,-0.00011,0,,,,,0.205,0.045,-0.045,0,,,,,2457233.787,0.0029,-0.0033,0,,,,,,5765,170,-170,0,0.93,0.2,-0.2,0,210.6376171,-10.0236852,561.929,8.913,-8.644
EPIC 212737443,b,670036,0,13.603,0.0013,-0.0013,0,0.098,0.004,-0.004,0,0.231,0.011,-0.011,0,0.2,0.2,-0.2,0,2457234.97,0.004,-0.004,0,,,,,K3,4684,79,-79,0,0.67,0.02,-0.02,0,204.2215065,-7.3180577,336.25,4.743,-4.615
EPIC 212737443,c,670036,0,65.55,0.0089,-0.0089,0,0.28,0.006,-0.006,0,0.24,0.013,-0.013,0,0.2,0.2,-0.2,0,2457227.79,0.005,-0.005,0,,,,,K3,4684,79,-79,0,0.67,0.02,-0.02,0,204.2215065,-7.3180577,336.25,4.743,-4.615
EPIC 220492298,b,257802602,0,0.762406,0.00015,-0.00015,0,,,,,0.088,0.009,-0.009,0,,,,,2457431.677,0.0037,-0.0033,0,,,,,,5620,31,-31,0,0.89,0.09,-0.09,0,16.7615005,6.588798,624.512,14.947,-14.947
K2-282,c,266030192,0,0.70531,0.000037,-0.000037,0,,,,,0.143,0.009,-0.009,0,,,,,2457466.113,0.0019,-0.0022,0,,,,,,5499,109,-109,0,1,0.04,-0.04,0,13.4321524,7.9952914,496.289,7.902,-7.663
EPIC 220674823,b,266015990,0,0.571292,0.000012,-0.000012,0,0.01326,0.00028,-0.00023,0,0.154,0.003,-0.003,0,0,,,0,2457394.011,0,0,0,,,,,G5 V,5532,62,-62,0,0.99,0.01,-0.01,0,13.0800239,10.7947051,244.59,3.044,-2.972
EPIC 220674823,c,266015990,0,13.3397,0.00096,-0.00096,0,0.1083,0.0023,-0.0018,0,0.253,0.008,-0.007,0,0.13,,,1,2457405.732,0.0044,-0.0044,0,,,,,G5 V,5532,62,-62,0,0.99,0.01,-0.01,0,13.0800239,10.7947051,244.59,3.044,-2.972
EPIC 228836835,b,51641442,0,0.728113,0.000063,-0.000063,0,,,,,0.098,0.027,-0.018,0,,,,,2457585.451,0.0014,-0.0012,0,,,,,,3782,152,-152,0,0.32,0.07,-0.07,0,189.5748998,-5.2446247,150.124,1.799,-1.758
EPIC 229004835,b,94924543,0,16.141132,0.000019,-0.000019,0,0.1237,0.0017,-0.0017,0,0.208,0.007,-0.008,0,0.23,,,1,2457920.446,0.0008,-0.0008,0,,,,,,5868,60,-60,0,1,0.01,-0.01,0,186.4860415,-1.4047214,121.971,0.879,-0.866
EPIC 246851721,b,411839167,0,6.180235,0.000014,-0.000014,0,0.07229,0.00074,-0.00075,0,1.051,0.044,-0.044,0,,,,,2457865.11,0.0001,-0.0001,0,2457858.93,0.0001,-0.0001,0,F5 V,6202,52,-50,0,1.59,0.03,-0.03,0,78.9198197,16.2786991,372.632,19.456,-17.644
EPIC 248847494,b,392876254,0,3650,1280,-1130,0,4.5,1,-1,0,1.11,0.07,-0.07,0,0,,,0,2457967.17,0.01,-0.01,0,,,,,,4898,68,-68,0,2.7,0.12,-0.12,0,159.3890808,11.8427484,551.886,12.752,-12.752
EPIC 249893012,b,432254760,0,3.5951,0.0003,-0.0003,0,0.047,0.005,-0.007,0,0.174,0.008,-0.007,0,0.06,0.08,-0.04,0,2457994.396,0.005,-0.005,0,2457994.67,1.2,-1.7,0,G8 IV/V,5430,85,-85,0,1.71,0.04,-0.04,0,228.2482353,-16.7246474,321.296,4.189,-4.085
EPIC 249893012,c,432254760,0,15.624,0.001,-0.001,0,0.13,0.01,-0.02,0,0.327,0.015,-0.012,0,0.07,0.08,-0.05,0,2457998.841,0.002,-0.004,0,2457998.3,4.4,-3.7,0,G8 IV/V,5430,85,-85,0,1.71,0.04,-0.04,0,228.2482353,-16.7246474,321.296,4.189,-4.085
EPIC 249893012,d,432254760,0,35.747,0.005,-0.005,0,0.22,0.02,-0.04,0,0.352,0.012,-0.011,0,0.15,0.21,-0.11,0,2458008.652,0.003,-0.003,0,2458008.77,7.9,-9,0,G8 IV/V,5430,85,-85,0,1.71,0.04,-0.04,0,228.2482353,-16.7246474,321.296,4.189,-4.085
FU Tau,b,58544613,0,,,,,800,,,0,1.09,,,0,,,,,,,,,,,,,M7.25,2838,,,0,,,,,65.8974962,25.0506711,133.4950466,22.9649891,-22.9649891
G 264-012,b,322391844,0,2.30538,0.00031,-0.00031,0,0.02279,0.00061,-0.00061,0,0.124,,,0,,,,,,,,,2458003.235,0.069,-0.073,0,M4.0 V,3326,54,-54,0,0.3,0.01,-0.01,0,326.6719598,66.803848,16.009,0.0104,-0.0103
G 264-012,c,322391844,0,8.0518,0.0034,-0.0034,0,0.0525,0.0014,-0.0014,0,0.157,,,0,,,,,,,,,2458004.4,0.24,-0.23,0,M4.0 V,3326,54,-54,0,0.3,0.01,-0.01,0,326.6719598,66.803848,16.009,0.0104,-0.0103
G 9-40,b,203214081,0,5.746007,0.000006,-0.000006,0,0.0385,0.0078,-0.0053,0,0.181,0.009,-0.009,0,0,,,0,2458497.777,0.00032,-0.00033,0,,,,,M2.5 V,3348,32,-32,0,0.31,0.01,-0.01,0,134.7188514,21.0747961,27.9276,0.0451,-0.045
GJ 1002,b,176287658,0,10.3465,0.027,-0.027,0,0.0457,0.0013,-0.0013,0,0.092,,,0,,,,,2458583.27,0.22,-0.22,0,,,,,M5.5 V,3024,52,-52,0,0.14,0.01,-0.01,0,1.6764641,-7.5462123,4.84867,0.00303,-0.00304
GJ 1002,c,176287658,0,21.202,0.013,-0.013,0,0.0738,0.0021,-0.0021,0,0.098,,,0,,,,,2458585.54,0.5,-0.5,0,,,,,M5.5 V,3024,52,-52,0,0.14,0.01,-0.01,0,1.6764641,-7.5462123,4.84867,0.00303,-0.00304
GJ 1061,b,79611981,0,3.204,0.001,-0.001,0,0.021,0.001,-0.001,0,0.098,,,0,0.31,,,1,,,,,2458300.61,0.56,-0.72,0,M5.5 V,2953,98,-98,0,0.16,0.01,-0.01,0,54.0032486,-44.5143104,3.67278,0.00089,-0.0009
GJ 1061,c,79611981,0,6.689,0.005,-0.005,0,0.035,0.001,-0.001,0,0.105,,,0,0.29,,,1,,,,,2458300.2,1.9,-1.5,0,M5.5 V,2953,98,-98,0,0.16,0.01,-0.01,0,54.0032486,-44.5143104,3.67278,0.00089,-0.0009
GJ 1061,d,79611981,0,13.031,0.025,-0.032,0,0.054,0.001,-0.001,0,0.103,,,0,0.53,,,1,,,,,2458306.4,3.1,-2.5,0,M5.5 V,2953,98,-98,0,0.16,0.01,-0.01,0,54.0032486,-44.5143104,3.67278,0.00089,-0.0009
GJ 1132,b,101955023,0,1.628931,0.000027,-0.000027,0,0.0153,0.0005,-0.0005,0,0.101,0.005,-0.005,0,0.22,,,0,2457184.558,0.0003,-0.0003,0,,,,,M4.5 V,3270,140,-140,0,0.21,0.01,-0.01,0,153.7090696,-47.1549358,12.613,0.007,-0.007
GJ 1132,c,101955023,0,8.929,0.01,-0.01,0,0.0476,0.0017,-0.0017,0,0.128,,,0,0.27,,,1,,,,,,,,,M4.5 V,3270,140,-140,0,0.21,0.01,-0.01,0,153.7090696,-47.1549358,12.613,0.007,-0.007
GJ 1148,b,115869504,0,41.38,0.002,-0.001,0,0.166,0.001,-0.001,0,1.07,,,0,0.38,0.01,-0.012,0,2454796.92,0.89,-0.85,0,,,,,M5,3287,157,-157,0,0.36,0.01,-0.01,0,175.4326081,42.7515862,11.0143,0.0064,-0.0065
GJ 1148,c,115869504,0,532.58,4.14,-2.52,0,0.912,0.005,-0.002,0,0.866,,,0,0.342,0.05,-0.062,0,2454769,29,-40,0,,,,,M5,3287,157,-157,0,0.36,0.01,-0.01,0,175.4326081,42.7515862,11.0143,0.0064,-0.0065
GJ 1151,c,11893637,0,389.7,5.4,-6.5,0,0.5714,0.0053,-0.0064,0,0.29,,,0,,,,,2457798.67,22,-20,0,,,,,M 4.5V,3280,40,-40,0,0.18,0,0,0,177.7304866,48.3732334,8.03625,0.00772,-0.00771
GJ 1214,b,467929202,0,1.58040433,0.00000013,-0.00000013,0,0.0149,0.00026,-0.00026,0,0.245,0.004,-0.005,0,0.063,,,1,2455701.413,0.000066,-0.000059,0,,,,,M4 V,3250,100,-100,0,0.21,0.01,-0.01,0,258.8313991,4.9606795,14.6427,0.0372,-0.0372
GJ 1252,b,370133522,0,0.5182331,0.0000084,-0.0000084,0,0.00915,0.00015,-0.00015,0,0.106,0.007,-0.007,0,0,,,0,2458668.097,0.00091,-0.00091,0,,,,,M3,3458,140,-133,0,0.39,0.02,-0.02,0,306.9286462,-56.4622865,20.373,0.0192,-0.0192
